# Generation MaxFitness AvgFitness
1511 0 19.2838
1512 0 20.1406
1513 0 18.7188
1514 0 22.5259
1515 0 20.907
1516 0 18.0895
1517 0 19.1123
1518 0 19.9573
1519 0 15.348
1520 0 14.0174
1521 0 11.8052
1522 0 13.8134
1523 0 12.6415
1524 0 14.4179
1525 0 16.7949
1526 0 14.5221
1527 0 16.9993
1528 0 15.2585
1529 0 18.7038
1530 0 47.0265
1531 0 48.067
1532 0 46.3635
1533 0 45.901
1534 0 45.9332
1535 0 38.3677
1536 0 38.0006
1537 0 36.3641
1538 0 37.3145
1539 0 23.9082
1540 0 17.6211
1541 0 15.4139
1542 0 15.4343
1543 0 18.9656
1544 0 16.3965
1545 0 15.7471
1546 0 16.0239
1547 0 16.5746
1548 0 16.7613
1549 0 18.5423
1550 0 13.6829
1551 0 15.2806
1552 0 15.758
1553 0 16.4758
1554 0 13.8697
1555 0 13.4666
1556 0 14.5626
1557 0 11.9374
1558 0 11.8683
1559 0 13.1408
1560 0 14.7528
1561 0 15.5418
1562 0 14.4264
1563 0 12.0094
1564 0 13.888
1565 0 16.3869
1566 0 19.1977
1567 0 19.984
1568 0 21.0961
1569 0 34.0158
1570 0 33.527
1571 0 34.5294
1572 0 36.7602
1573 0 36.6484
1574 0 33.1735
1575 0 32.1152
1576 0 30.5579
1577 0 27.4111
1578 0 27.4057
1579 0 25.9008
1580 0 24.0108
1581 0 21.3695
1582 0 20.8892
1583 0 18.7733
1584 0 20.6254
1585 0 18.9279
1586 0 16.6606
1587 0 15.3323
1588 0 13.891
1589 0 15.4147
1590 0 13.5915
1591 0 13.2558
1592 0 15.5741
1593 0 16.8824
1594 0 19.4623
1595 0 17.0532
1596 0 15.7405
1597 0 13.7161
1598 0 12.9712
1599 0 14.7682
1600 0 16.3985
1601 0 16.5429
1602 0 17.5947
1603 0 18.6992
1604 0 17.3447
1605 0 19.8131
1606 0 20.1902
1607 0 19.7532
1608 0 17.5669
1609 0 18.5253
1610 0 19.11
1611 0 19.1747
1612 0 19.6457
1613 0 25.105
1614 0 24.6798
1615 0 26.2886
1616 0 28.6677
1617 0 23.1531
1618 0 23.6686
1619 0 24.7591
1620 0 24.3804
1621 0 23.7838
1622 0 20.2352
1623 0 20.6272
1624 0 20.5558
1625 0 20.4734
1626 0 22.1248
1627 0 23.7012
1628 0 22.8262
1629 0 23.9316
1630 0 23.3289
1631 0 24.5049
1632 0 29.2894
1633 0 27.9598
1634 0 25.5554
1635 0 23.3762
1636 0 24.9116
1637 0 25.7603
1638 0 27.4669
1639 0 25.5107
1640 0 26.6375
1641 0 27.5202
1642 0 27.1546
1643 0 29.2353
1644 0 43.3352
1645 0 40.3676
1646 0 36.9712
1647 0 46.2525
1648 0 39.5222
1649 0 31.8878
1650 0 27.5308
1651 0 26.658
1652 0 25.2912
1653 0 25.9319
1654 0 24.9581
1655 0 21.0372
